"licence_numbers","business_name","name_of_license","premise_address","Postal.Code","Lat","Long"
"E02032V000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","539A BEDOK NORTH STREET 3 #01-477, BEDOK NORTH AREA OFFICE S(461539)","461539",1.33240230571086,103.925500595677
"E02033X000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","509 BEDOK NORTH STREET 3 #01-121, S(460509)","460509",1.33317541870197,103.931265025162
"E02034P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","114 ALJUNIED AVENUE 2 #01-75, S(380114)","380114",1.32172296225797,103.886811795181
"E02035N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","212 BEDOK NORTH STREET 1 #01-147, S(460212)","460212",1.32594069200441,103.931640022396
"E02039E000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","152B SERANGOON NORTH AVENUE 1 #01-384, S(552152)","552152",1.36979940374161,103.87303579046
"E02041X000","Prime supermarket","PRIME SUPERMARKET LIMITED","25A CHAI CHEE ROAD #01-459, S(461025)","461025",1.32328959946584,103.924149636877
"E02045K000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","118 ALJUNIED AVENUE 2 #01-100, S(380118)","380118",1.32000040187831,103.887363064677
"E02047E000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","348 BEDOK ROAD #01-01, BEDOK SHOPPING COMPLEX S(469560)","469560",1.33143623119911,103.948260304303
"E02072C000","Fairprice","TEO BOBBY","29 CHAI CHEE AVENUE #01-62, S(460029)","460029",1.32476040143251,103.924370232312
"E02096K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","6 MARINE PARADE CENTRAL, NTUC FAIRPRICE SUPERMARKET S(449411)","449411",1.30134707556712,103.907183628134
"E02140N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","1 JALAN BERSEH #B1-02, NEW WORLD CENTRE S(209037)","209037",1.30778509510261,103.857010982845
"E03034J000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","115 BEDOK NORTH ROAD #01-319, S(460115)","460115",1.33143368026417,103.936865404278
"E73010V000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","11 UPPER BOON KENG ROAD #01-901, S(380011)","380011",1.31423937033551,103.870914031459
"E75097C000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","18 BEDOK SOUTH ROAD #01-87, S(460018)","460018",1.32062504871279,103.934734222428
"E79179V000","U stars supermarket","U STARS PTE. LTD.","510 BEDOK NORTH STREET 3 #01-33, S(460510)","460510",1.33212313291916,103.93105149637
"E82118V000","Hao mart","HAO MART PTE. LTD.","537 BEDOK NORTH STREET 3 #01-555, S(460537)","460537",1.33177300757048,103.924236461237
"E83157K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","934 EAST COAST ROAD, S(459125)","459125",1.31230757275549,103.925234546756
"E85090E000","Hao mart","HAO MART PTE. LTD.","120 POTONG PASIR AVENUE 1 #01-812, S(350120)","350120",1.33545353246777,103.863387980398
"E89116J000","Wahoo","WAHOO SEAFOODS PTE. LTD.","57 JALAN TUA KONG, S(457253)","457253",1.31595937666575,103.925443851261
"E95315V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","77 CIRCUIT ROAD #01-464/6, S(370077)","370077",1.32855656206109,103.885349899665
"E98161V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","255 EAST COAST ROAD, S(428932)","428932",1.30836164661181,103.907988808727
"J02009N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","544 JURONG WEST STREET 42 #01-97/99, S(640544)","640544",1.35239358298744,103.71575950591
"J02010E000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","475 CHOA CHU KANG AVENUE 3 #01-01, S(680475)","680475",1.37789727709418,103.739015486021
"J02011C000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","464 UPPER BUKIT TIMAH ROAD, S(678077)","678077",1.36012368217462,103.767542220363
"J02013A000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","221 BOON LAY PLACE #02-200, BOON LAY SHOPPING CENTRE S(640221)","640221",1.34637376407877,103.712472819666
"J02016P000","Seng eng","NG TOH TET","442 JURONG WEST AVENUE 1 #01-756, S(640442)","640442",1.35151847519437,103.719496480131
"J02017N000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","373 BUKIT BATOK STREET 31 #01-248, PRIME BUILDING S(650373)","650373",1.35892457118178,103.750397174291
"J02018L000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","253 CHOA CHU KANG AVENUE 1 #B1-07/10, S(680253)","680253",1.37677749544409,103.744548948082
"J02019K000","Prime supermarket","PRIME SUPERMARKET LIMITED","962 JURONG WEST STREET 91 #01-300, S(640962)","640962",1.34180915377904,103.691512648994
"J02020B000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","142 TECK WHYE LANE #01-281, S(680142)","680142",1.38079049641025,103.75195441174
"J02021A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","376 BUKIT BATOK STREET 31 #01-116, S(650376)","650376",1.35831705249927,103.749579868748
"J03027B000","Jurong island minimart","KADER HASNA MARICAN","17 KIAN TECK LANE #01-65, S(627851)","627851",1.33314578370484,103.695248109449
"J03056N000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","492 JURONG WEST STREET 41, #01-24/26/28 S(640492) #01-24/26/28","640492",1.34994543559348,103.725180466645
"J87134E000","G & g wholesale & marketing","BALASUBRAMANIYAN KANNADASAN","257 KRANJI ROAD, 1ST STOREY S(739503) 1ST STOREY","739503",1.43594536031501,103.754008428765
"J92067N000","Mcp fairmart","MCP FAIRMART PTE. LTD.","371 BUKIT BATOK STREET 31 #01-324, S(650371)","650371",1.35925940866068,103.75069463109
"J94081B000","Prime supermarket","PRIME SUPERMARKET LIMITED","763 JURONG WEST STREET 75 #01-01, S(640763)","640763",1.34874400271888,103.698298780189
"J96145K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","21 CHOA CHU KANG AVENUE 4 #B1-03, LOT 1 SHOPPERS' MALL S(689812)","689812",1.38493874036122,103.745022476677
"NE04047K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","138 TAMPINES STREET 11 #01-136, S(521138)","521138",1.3455045062724,103.945588355383
"NE04092A000","U stars supermarket","U STARS PTE. LTD.","625 ELIAS ROAD #01-302, ELIAS MALL S(510625)","510625",1.37860239032585,103.941978177673
"NE04107V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","168 PUNGGOL FIELD #03-01, PUNGGOL PLAZA S(820168)","820168",1.39417447299355,103.913120037036
"NE04109P000","Az supermart","AZ SUPERMART PTE. LTD.","21 KAKI BUKIT AVENUE 3, GOLDEN BUKIT DORMITORY 2 S(415920) GOLDEN BUKIT DORMITORY 2","415920",1.33809445622754,103.909956515968
"NE04114A000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","866A TAMPINES STREET 83 #01-01, TAMPINES CENTRAL COMMUNITY COMPLEX S(521866)","521866",1.35539306251992,103.934429348334
"NE04155C000","Yes supermarket","YES SUPERMARKET PTE LTD","829 TAMPINES ST 81, S(520829)","520829",1.34922419580696,103.934912515373
"NE06429X000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","266 COMPASSVALE BOW #01-02, THE CORIS S(540266) MULTI STOREY CAR PARK","540266",1.38187771301641,103.897039857818
"NE07474A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","21 TAMPINES NORTH DRIVE 2, GIANT S(528765) GIANT HYPERMARKETS","528765",1.37210169874539,103.931999887543
"NE08058P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 PASIR RIS CLOSE #02-127, E!HUB@DOWNTOWN EAST S(519599) PASIR RIS NTUC RESORT","519599",1.3766980678365,103.95514122442
"NE08150C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","277C COMPASSVALE LINK #01-13, ASPELLA S(543277) UNIT 01","543277",1.382379846623,103.893800423718
"NE08357A000","Suzyameer frozen","SUZYAMEER FROZEN PTE. LTD.","201D TAMPINES STREET 21 #01-1161, S(524201)","524201",1.35226231425316,103.953586491358
"NE09027A000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","10 TAMPINES CENTRAL 1 #B1-01/02, S(529536)","529536",1.35432321225804,103.945141172369
"NE09263B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","100 HOUGANG AVENUE 10 #02-01, S(538767)","538767",1.37177996112812,103.894165380603
"NE09314N000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","776 PASIR RIS STREET 71 #01-412, S(510776)","510776",1.37461117497015,103.937175821555
"NE09359K000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","301 PUNGGOL CENTRAL #01-01, CORALINUS S(820301) MULTI STOREY CAR PARK","820301",1.40371939757402,103.906138006707
"NE10113B000","Ang mo supermarket","ANG MO SUPERMARKET PTE LTD","639 PUNGGOL DRIVE #01-01, S(820639)","820639",1.39946117845803,103.916054498662
"NE10213X000","Begonia supermarket","SHAHUL HAMEED S/O ABDUSALAM","280 TAMPINES STREET 22 #01-244, S(520280)","520280",1.34753519689194,103.951702776881
"NE10310X000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","1 MAJU AVENUE #B1-11-14,#B1-18-20, MYVILLAGE AT SERANGOON GARDEN S(556679)","556679",1.3652806057289,103.865101220515
"NE11529V000","Prime supermarket","PRIME SUPERMARKET (1996) PTE LTD","159A HOUGANG STREET 11 #01-01, MULTI STOREY CAR PARK S(531159)","531159",1.35189336565608,103.879444507283
"NE11808L000","Beng poh mini mart","BENG POH MINI MART","21B TAMPINES AVENUE, S(529804)","529804",1.36644646508851,103.92606538369
"NE11909C000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","683 HOUGANG AVENUE 8 #01-903, S(530683)","530683",1.37331270061833,103.886367847223
"NE12B79A000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","612 PUNGGOL DRIVE #01-06, S(820612)","820612",1.40461003085618,103.908665597491
"NE12I65N000","Li li cheng supermarket (punggol) pte. ltd.","LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.","273C PUNGGOL PLACE #01-884, PUNGGOL REGALIA S(823273)","823273",1.40230301367166,103.901262391698
"NE13M11K000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","622D PUNGGOL CENTRAL #01-06, PUNGGOL SPECTRA S(824622)","824622",1.40053114998822,103.910536919134
"NE14190K000","Viva mart enterprises","VIVA CORP SERVICES PTE. LTD.","23 KAKI BUKIT ROAD 3 #01-02, THE LEO S(415812)","415812",1.33733862669183,103.903735075266
"NE15002X000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","506 TAMPINES CENTRAL 1 #01-361, S11 COURT S(520506)","520506",1.35595238706011,103.945937400867
"NE15006K000","Sferm","SFERM PTE. LTD.","78 SERANGOON GARDEN WAY #01-01, SERANGOON GARDEN ESTATE S(555974)","555974",1.36428136996969,103.86513393838
"NE15211C000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","312A SUMANG LINK #01-04, PUNGGOL PARCVISTA S(821312)","821312",1.41081926900094,103.900371677782
"NE15276N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","527D PASIR RIS STREET 51 #01-01, COSTA RIS S(514527)","514527",1.36968625501963,103.947922425135
"NE15440C000","U stars supermarket","U STARS SUPERMARKET PTE. LTD.","261 PUNGGOL WAY #01-02, PUNGGOL TOPAZ S(820261) MULTI STOREY CAR PARK","820261",1.40541353588128,103.896823897352
"NE15467C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","476 UPPER SERANGOON VIEW #02-18, PUNGGOL TOPAZ S(530476) MULTI STOREY CAR PARK","530476",1.37743337773735,103.903713550367
"NE15476B000","Hao mart","HAO MART PTE. LTD.","308C PUNGGOL WALK #01-352, WATERWAY TERRACES I S(823308)","823308",1.40800694944027,103.899074357998
"NE15611B000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","671 EDGEFIELD PLAINS #02-01, S(820671)","820671",1.40566048045603,103.911991277154
"NE15760A000","Raw market","RAW MARKET PTE. LTD.","11 PASIR RIS LINK #01-48, SEASTRAND S(518180)","518180",1.37558830923856,103.960839727163
"NE15762X000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","83 PUNGGOL CENTRAL #B2-32, WATERWAY POINT S(828761)","828761",1.4064128346795,103.902188891645
"NE16139A000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","259 PASIR RIS STREET 21 #01-27, S(510259)","510259",1.36645364010349,103.964598499523
"NE16640E000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","51 TAMPINES AVENUE 4 #B1-01, OUR TAMPINES HUB S(529684)","529684",NA,NA
"NE16747J000","U stars supermarket","U STARS SUPERMARKET PTE. LTD.","218 SUMANG WALK #01-01, S(820218)","820218",1.40322712524584,103.89538702242
"NE16875P000","Hao mart","HAO MART PTE. LTD.","487B TAMPINES STREET 45 #B1-123, S(521487)","521487",1.36026524882674,103.958372350188
"NE17023N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","258 PASIR RIS STREET 21 #02-10, LOYANG POINT S(510258)","510258",1.36706634197242,103.964635610477
"NE17098V000","U stars supermarket","U STARS SUPERMARKET PTE. LTD.","215C COMPASSVALE DRIVE #01-01, S(543215)","543215",1.38977026274295,103.892787161183
"NE17390X000","U stars supermarket","U STARS SUPERMARKET PTE. LTD.","878C TAMPINES AVENUE 8 #01-65, S(523878)","523878",1.35126411286423,103.929363834798
"NE17563L000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","872C TAMPINES STREET 86 #02-01, S(523872)","523872",1.3552264706361,103.931626253992
"NE17700J000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","660A EDGEDALE PLAINS #01-01, WATERWAY SUNDEW S(821660)","821660",1.40262197348865,103.916519598298
"NE18169P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","681 PUNGGOL DRIVE #B1-01, S(820681)","820681",1.40278015725693,103.913215101343
"NE18339P000","The seafood market place by song fish","SONG FISH DEALER PTE LTD","2 TAMPINES CENTRAL 5 #B1-08, CENTURY SQUARE S(529509)","529509",1.35227804040128,103.943727694121
"NE18406E000","J-mart japanese food market","TANESEI RETAILING PTE. LTD.","2 TAMPINES CENTRAL 5 #B1-06, CENTURY SQUARE S(529509)","529509",1.35227804040128,103.943727694121
"NE18529J000","The seafood market place by song fish","SONG FISH DEALER PTE LTD","681 PUNGGOL DRIVE #01-09,#01-11,#01-10, S(820681)","820681",1.40278015725693,103.913215101343
"NE18667L000","Hao mart","HAO MART PTE. LTD.","658 PUNGGOL EAST #01-01, S(820658)","820658",1.39991156763461,103.919353979151
"NE19271N000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","231 SUMANG LANE #01-02, S(820231)","820231",1.40205998268188,103.892211658905
"NW06546V000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","511 CANBERRA ROAD #02-03, SEMBAWANG MART S(750511)","750511",1.45384518981322,103.819543344305
"NW07277P000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","355 SEMBAWANG WAY #01-01, S(750355)","750355",1.44954485621129,103.81872759237
"NW07636K000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","406A SEMBAWANG DRIVE #01-02, MULTI STOREY CAR PARK S(751406)","751406",1.45238757319957,103.817440100888
"NW07726J000","Mm sundry shop","MM SUNDRY SHOP PTE. LTD.","27 WOODLANDS SECTOR 1 #01-70, WOODLANDS DORMITORY S(738252)","738252",1.45464655649548,103.804476731799
"NW08020K000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","70 WOODLANDS AVENUE 7 #01-05, ADMIRALTY MRT STATION S(738344)","738344",1.44056973074732,103.80104928343
"NW08141P000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)","597071",1.32355286918436,103.767515486547
"NW08314K000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","930 YISHUN AVENUE 2 #B1-06/07, NORTHPOINT S(769098)","769098",1.42969848626288,103.835776491468
"NW08385B000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","604 SEMBAWANG ROAD #B1-25, SEMBAWANG SHOPPING CENTRE S(758459)","758459",1.44185307934021,103.824970378482
"NW08477X000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","36 HOLLAND DRIVE #01-03, S(270036)","270036",1.30917419843848,103.792692584392
"NW09331A000","Ajmal trade mart","AJMAL TRADE MART PTE. LTD.","23 MANDAI ESTATE #01-21, S(729937)","729937",1.40631205409106,103.760561705557
"NW09437C000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","468B ADMIRALTY DRIVE #01-29, S(752468)","752468",1.45000861656514,103.814110899773
"NW10192C000","Phan nee trading","PHAN NEE TRADING LLP","49 ADMIRALTY ROAD WEST, COCHRANE LODGE II S(757444)","757444",1.4613885444488,103.818111265911
"NW11384E000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","1 WOODLANDS SQUARE #B1-31/32, CAUSEWAY POINT S(738099)","738099",1.43590007901468,103.785795816344
"NW11702X000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","200 WOODLANDS INDUSTRIAL PARK E7 #01-30, WOODLANDS RECREATION CENTRE S(757177) INTERIM RECREATION PARK","757177",1.45074973335289,103.796846514064
"NW11767E000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","1 WOODLANDS ROAD #01-07, THE TENNERY S(677899)","677899",1.38018163022688,103.76041930548
"NW13005P000","Bhandari international","BHANDARI INTERNATIONAL PTE. LTD.","50 WOODLANDS INDUSTRIAL PARK E4 #01-02, WOODLANDS LODGE ONE S(757388)","757388",1.45025875777465,103.794823954933
"NW13J23J000","Bismillah minimart","BISMILLAH MINIMART PTE. LTD.","32 MANDAI ESTATE #01-02, S(729939)","729939",1.40754124403461,103.758128230666
"NW13K05E000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","570B WOODLANDS AVENUE 1 #01-06, S(732570)","732570",1.43106395458307,103.790454078756
"NW14006E000","De esperto minimart","DE ESPERTO MINIMART PTE. LTD.","190 WOODLANDS INDUSTRIAL PARK E7, S(757178)","757178",1.45123407130034,103.797900318242
"NW14040B000","Fortune supermarket","FORTUNE SUPERMARKET PTE. LTD.","463 SEMBAWANG DRIVE #01-02, MULTI STOREY CAR PARK S(750463)","750463",1.45555388401849,103.81464932384
"NW14561E000","7seven","7SEVEN PTE. LTD.","51 NORTH COAST AVENUE #01-03, NORTH COAST LODGE S(756992)","756992",1.45605972919051,103.786436914993
"NW15186C000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","547 SEGAR ROAD #01-06, MULTI STOREY CAR PARK S(670547)","670547",1.3882402168269,103.76957538706
"NW15220L000","Fortune supermarket","FORTUNE SUPERMARKET PTE. LTD.","780 WOODLANDS CRESCENT #01-01, MULTI STOREY CAR PARK S(730780)","730780",1.44834155029683,103.801057143543
"NW15264K000","Ryan's grocery","ALTERNATIVE SELECTION PTE. LTD.","29 BINJAI PARK, BINJAI PARK S(589831)","589831",1.33661378718238,103.786974822749
"NW15295X000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)","589472",1.33669726404395,103.783723416319
"NW15489B000","Ajmal trading group","AJMAL  TRADING GROUP PTE. LTD.","2 WOODLANDS SECTOR 2 #01-05, WESTLITE WOODLANDS DORMITORY S(737723)","737723",1.46146455321872,103.809563052691
"NW15751L000","Asha minimart","ASHA MINIMART PTE. LTD.","11 MANDAI ESTATE #01-15,#01-16, ELDIX S(729908)","729908",1.40860253518183,103.759758955688
"NW16388B000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","18 YISHUN AVENUE 9 #02-06/10, JUNCTION NINE S(768897)","768897",1.43306021695327,103.841649364872
"NW16634L000","Hao mart","HAO MART PTE. LTD.","205 PETIR ROAD #01-595, S(670205)","670205",1.37343025396585,103.773924079454
"NW16763X000","Hao mart","HAO MART PTE. LTD.","505 CANBERRA LINK #01-01, MONTREAL SPRING S(750505)","750505",1.45026201889682,103.822534715231
"NW17097K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","17 PETIR ROAD #B2-67, HILLION MALL S(678278)","678278",1.37841165144214,103.76382945872
"NW17212X000","U stars supermarket","U STARS PTE. LTD.","507 YISHUN AVENUE 4 #01-09, S(760507)","760507",1.41517413065244,103.839827784744
"NW17277E000","Maa supermarket","MAA TRADING PTE. LTD.","280 WOODLANDS INDUSTRIAL PARK E5 #01-47, HARVEST @ WOODLANDS S(757322)","757322",1.45132505713202,103.79109517658
"NW17310P000","The seafood market place by song fish","SONG FISH DEALER PTE LTD","930 YISHUN AVENUE 2 #B1-05, NORTHPOINT SHOPPING CENTRE S(769098)","769098",1.42969848626288,103.835776491468
"NW17421C000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","446 FAJAR ROAD #01-01, S(670446)","670446",1.38400582466296,103.771029603101
"NW17699N000","Green ventures","CUTECH GREEN VENTURES PTE. LTD.","10 WOODLANDS INDUSTRIAL PARK E1, S(757733)","757733",1.45334363120531,103.795682398584
"NW17734V000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","4 WOODLANDS STREET 12 #02-61, S(738623)","738623",1.43354318137534,103.77988189197
"NW17872B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 NORTHPOINT DRIVE #B2-103,#B2-106,#B2-104,#B2-107,#B2-105, NORTHPOINT CITY S(768019)","768019",1.42875460572994,103.836324536111
"NW17908L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","676 WOODLANDS DRIVE 71 #B1-02, S(730676)","730676",1.43986217628881,103.800726772886
"NW17990N000","U stars supermarket","U STARS PTE. LTD.","691 WOODLANDS DRIVE 73 #01-06, S(730691)","730691",1.44062992421831,103.806198056529
"NW18021V000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","105 CANBERRA STREET #02-05, S(750105)","750105",1.44885564679911,103.832409172149
"NW18091N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","29A GHIM MOH LINK #01-01, S(271029)","271029",1.30849288050575,103.784598100953
"NW18192E000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","598 YISHUN RING ROAD #01-01, WISTERIA MALL S(768698)","768698",1.41798969122298,103.841317292608
"NW18310J000","Tasty farm","SONG FISH DEALER PTE LTD","676 WOODLANDS DRIVE 71 #01-04, S(730676)","730676",1.43986217628881,103.800726772886
"NW18478E000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","675 YISHUN AVENUE 4 #01-10, S(760675)","760675",1.42006293748965,103.843561434577
"NW18649C000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","785E WOODLANDS RISE #01-01, S(735785)","735785",1.44679888115266,103.805489772817
"NW18778K000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","573 WOODLANDS DRIVE 16 #02-01, S(730573)","730573",1.43109807246887,103.798507621177
"NW18B29C000","Ang mo supermarket","ANG MO SUPERMARKET PTE LTD","120 CANBERRA CRESCENT #01-10, MULTI STOREY CAR PARK S(750120)","750120",1.4456745290189,103.831508132401
"NW19066J000","Raj agro trading","RAJ AGRO TRADING PTE. LTD.","11 KRANJI CLOSE #01-17/18, S(737673)","737673",1.42813508856242,103.753311327334
"NW19111K000","Ajmal trading group","AJMAL  TRADING GROUP PTE. LTD.","11 KRANJI CLOSE #01-02/03, S(737673)","737673",1.42813508856242,103.753311327334
"NW19252J000","Prime food & grocer","PRIME SUPERMARKET (1996) PTE LTD","461 YISHUN AVENUE 6 #01-01,#01-02, MULTI STOREY CAR PARK S(760461)","760461",1.42841338853064,103.84997365333
"NW19637C000","Yeo express","YEO WHOLESALE AND TRADING PTE. LTD.","443C FAJAR ROAD #01-70, FAJAR HILLS S(673443)","673443",1.38057053056182,103.76973269177
"S02021B000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","510 BISHAN STREET 13 #01-520, S(570510)","570510",1.34888843900173,103.849691980373
"S02023V000","Fairprice finest","NTUC FAIRPRICE CO-OPERATIVE LTD","9 BISHAN PLACE #B1-20, JUNCTION 8 SHOPPING CENTRE S(579837)","579837",1.3501820033849,103.848515664081
"S02025P000","Chin guan hin minimart","LIM KING CHEW","6 HOUGANG AVENUE 3 #01-82, S(530006)","530006",1.36271446291047,103.893980503167
"S02026N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","90 HOUGANG AVENUE 10 #B1-07, HOUGANG MALL S(538766)","538766",1.37253315637342,103.893883460466
"S02027L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","682 HOUGANG AVENUE 4 #01-310, S(530682)","530682",1.37361830380888,103.885748856217
"S02028K000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","202 HOUGANG STREET 21 #01-00, S(530202)","530202",1.35752772836952,103.884028949439
"S02029J000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 HOUGANG STREET 91 #02-01, HOUGANG POINT S(538692)","538692",1.37561464129476,103.879483534695
"S02031V000","Chop ah tat mini supermarket","TAN CHUAN BOON","309 HOUGANG AVENUE 5 #01-293, S(530309)","530309",1.36620554681345,103.895152424666
"S02033P000","Cold storage","COLD STORAGE SINGAPORE (1983) PTE LTD","440 PASIR RIS DRIVE 4 #01-01, S(510440)","510440",1.36900809318444,103.958696603631
"S02034N000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","1 PASIR RIS CENTRAL STREET 3 #B1-10, S(518457)","518457",1.37228761596577,103.949733905672
"S02036K000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","9 TAMPINES STREET 32 #01-30, S(529286)","529286",1.35416723967718,103.959935925418
"S02037J000","One supermarket","ONE SUPERMARKET PTE. LTD.","201B TAMPINES STREET 21 #01-1091, S(522201)","522201",1.35345315769813,103.953009918868
"S02038E000","Giant","COLD STORAGE SINGAPORE (1983) PTE LTD","829 TAMPINES STREET 81 #01-284/8, S(520829)","520829",1.34922419580696,103.934912515373
"S02039C000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","4 TAMPINES CENTRAL 5 #B1-12, TAMPINES MALL S(529510)","529510",1.35250468330971,103.944682574769
"S02040X000","Prime supermarket","PRIME SUPERMARKET LIMITED","823 TAMPINES STREET 81 #01-160, S(520823)","520823",1.3487449454775,103.934024716838
"S02041P000","Prime food & grocer","PRIME SUPERMARKET (1996) PTE LTD","2 TAMPINES CENTRAL 5 #B1-07, CENTURY SQUARE S(529509)","529509",1.35227804040128,103.943727694121
"S02048B000","Sheng siong supermarket","SHENG SIONG SUPERMARKET PTE LTD","739A BEDOK RESERVOIR ROAD #01-01, MULTI STOREY CAR PARK S(471739)","471739",1.33824203227296,103.923303932165
"S02049A000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","745 BEDOK RESERVOIR ROAD #01-3015, S(470745)","470745",1.33741910491466,103.921782969068
"S02051L000","Fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","192 LORONG 4 TOA PAYOH #01-672, S(310192)","310192",1.33166814812852,103.850487239503
